player_name,gp,g,a,pim,plus_minus
 Vancouver Giants , 51 , 3 , 3 , 95 , 5 
Michal Polak (C), 23 , 2 , 5 , 21 , -10 
Matt Hallick (C), 38 , 2 , 5 , 2 , -3 
Evan Fuller (C), 56 , 2 , 5 , 87 , -6 
Zack Smith (LW/C), 64 , 2 , 5 , 78 , -5 
Ashton Hewson (LW), 66 , 2 , 5 , 54 , -19 
Benn Olson (D), 61 , 1 , 6 , 203 , 2 
 Kamloops Blazers , 3 , 0 , 0 , 6 , -1 
 Seattle Thunderbirds , 58 , 1 , 6 , 197 , 3 
Brett Festerling (D), 67 , 1 , 6 , 35 , 6 
Scott Gabriel (D), 52 , 0 , 7 , 109 , -8 
 Vancouver Giants , 3 , 0 , 1 , 10 , 1 
 Portland Winter Hawks , 49 , 0 , 6 , 99 , -9 
Taylor Ellington (D), 63 , 0 , 7 , 62 , -1 
Blair Stengler (LW), 27 , 3 , 3 , 46 , 0 
Libor Gazdik (C), 53 , 3 , 3 , 65 , -2 
Brad Riege (F), 59 , 3 , 3 , 49 , -10 
Dustin Sylvester (C), 58 , 2 , 4 , 13 , 7 
Pierre-Paul Lamoureux (C), 59 , 2 , 4 , 112 , -4 
Brett Ward (D), 58 , 1 , 5 , 53 , 3 
Graham Potuer (D), 63 , 1 , 5 , 68 , 0 
Ryan Kerr (D), 57 , 0 , 6 , 48 , -21 
 Prince George Cougars , 17 , 0 , 1 , 4 , -1 
 Lethbridge Hurricanes , 40 , 0 , 5 , 44 , -20 
Prab Rai (RW), 38 , 5 , 0 , 15 , 0 
Chris Inglis (F), 55 , 4 , 1 , 59 , -19 
Darryl Moscaluk (C), 20 , 3 , 2 , 53 , -2 
Carson McMillan (RW/C), 59 , 3 , 2 , 42 , 3 
Jordan Trach (LW), 17 , 2 , 3 , 8 , -6 
Jarrid Dowhay (RW), 43 , 2 , 3 , 11 , -4 
 Tri-City Americans , 2 , 0 , 0 , 0 , -1 
 Prince Albert Raiders , 41 , 2 , 3 , 11 , -3 
Scott Skrudland (F), 45 , 2 , 3 , 51 , 2 
Kevin Reinholt (D), 48 , 1 , 4 , 46 , -8 
Trent Fussi (F), 55 , 1 , 4 , 16 , -1 
Curtis Patterson (D), 59 , 1 , 4 , 44 , -8 
 Regina Pats , 25 , 0 , 2 , 17 , -5 
 Prince George Cougars , 34 , 1 , 2 , 27 , -3 
David Richard (RW), 62 , 1 , 4 , 32 , -3 
Ryan Gillen (D), 65 , 1 , 4 , 75 , -4 
 Prince George Cougars , 8 , 0 , 0 , 16 , -3 
 Tri-City Americans , 57 , 1 , 4 , 59 , -1 
Scott Wasden (C), 41 , 0 , 5 , 27 , -2 
Derek Reinhart (D), 49 , 0 , 5 , 101 , 0 
Ryan Funk (D), 50 , 0 , 5 , 56 , -5 
Lenny Thunderchild (D), 60 , 0 , 5 , 66 , -26 
 Lethbridge Hurricanes , 13 , 0 , 0 , 13 , -1 
 Portland Winter Hawks , 47 , 0 , 5 , 53 , -25 
Josh Fauth (D), 67 , 0 , 5 , 134 , 3 
 Kootenay Ice , 22 , 0 , 2 , 42 , 3 
 Regina Pats , 45 , 0 , 3 , 92 , 0 
Joel Broda (C/LW), 51 , 3 , 1 , 10 , -14 
Clinton Pettapiece (C), 7 , 2 , 2 , 12 , 3 
Daniel Waschuk (LW), 11 , 2 , 2 , 12 , 1 
Karey Pieper (LW), 19 , 2 , 2 , 14 , -7 
Marc Connors (LW), 24 , 2 , 2 , 41 , -2 
Justin Palazzo (D), 55 , 2 , 2 , 64 , -12 
James McEwan (LW), 56 , 2 , 2 , 132 , -3 
Lance Bouma (LW/C), 5 , 1 , 3 , 0 , 4 
Shaden Moore (D), 17 , 1 , 3 , 31 , 1 
 Red Deer Rebels , 8 , 1 , 3 , 11 , 3 
 Lethbridge Hurricanes , 1 , 0 , 0 , 5 , 0 
 Calgary Hitmen , 8 , 0 , 0 , 15 , -2 
Colin Long (C), 20 , 1 , 3 , 6 , -1 
Brennan Zasitko (LW), 32 , 1 , 3 , 39 , -1 
 Everett Silvertips , 6 , 0 , 1 , 6 , 1 
 Saskatoon Blades , 26 , 1 , 2 , 33 , -2 
Dan Watt (LW), 42 , 1 , 3 , 16 , -7 
Tysen Dowzak (D), 43 , 1 , 3 , 68 , 3 
Jon Smith (D), 45 , 1 , 3 , 60 , -12 
Mike Cann (D), 52 , 1 , 3 , 54 , -9 
 Brandon Wheat Kings , 24 , 1 , 2 , 27 , -3 
 Lethbridge Hurricanes , 28 , 0 , 1 , 27 , -6 
Alex Plante (D), 54 , 1 , 3 , 72 , -2 
Jeremy Schappert (D), 59 , 1 , 3 , 27 , -5 
Garth Collins (D), 60 , 1 , 3 , 225 , -11 
Kelly Friesen (D), 61 , 1 , 3 , 22 , -6 
Jason Lynch (D), 69 , 1 , 3 , 191 , -13 
Dalyn Flatt (D), 58 , 0 , 4 , 151 , 5 
 Saskatoon Blades , 9 , 0 , 0 , 20 , -6 
 Kootenay Ice , 49 , 0 , 4 , 131 , 11 
Andy Smith (C), 4 , 3 , 0 , 4 , 5 
Kyle Beach (LW/RW), 4 , 2 , 1 , 4 , 2 
Jordan McGillivray (LW), 16 , 2 , 1 , 41 , -3 
Dan Gendur (RW), 19 , 2 , 1 , 24 , -11 
Cody Almond (C/LW), 23 , 2 , 1 , 7 , 0 
Peter Cmorej (F), 25 , 2 , 1 , 0 , -5 
Isaac Reid (LW), 30 , 2 , 1 , 20 , -3 
 Calgary Hitmen , 23 , 2 , 1 , 18 , -1 
 Lethbridge Hurricanes , 7 , 0 , 0 , 2 , -2 
Ryan Letts (RW), 40 , 2 , 1 , 43 , -2 
Mike Wuchterl (LW), 42 , 2 , 1 , 117 , -8 
 Everett Silvertips , 12 , 1 , 0 , 41 , -4 
 Lethbridge Hurricanes , 30 , 1 , 1 , 76 , -4 
Shane Halifax (RW), 9 , 1 , 2 , 41 , -1 
Kenton Dulle (RW), 16 , 1 , 2 , 12 , 2 
Zach Hamill (C/RW), 69 , 32 , 61 , 90 , 16 
Steve DaSilva (RW), 71 , 38 , 53 , 108 , 14 
Zach Boychuk (C/LW), 69 , 31 , 60 , 52 , 19 
Ryan White (C/RW), 72 , 34 , 55 , 97 , 23 
Codey Burki (C), 70 , 36 , 49 , 83 , 6 
Martin Hanzal (C), 60 , 26 , 59 , 94 , 13 
Mitch Fadden (C), 71 , 36 , 48 , 54 , 9 
Riley Holzapfel (C), 72 , 39 , 43 , 94 , -3 
Mark Santorelli (RW/LW), 72 , 29 , 53 , 46 , -5 
Mark Derlago (LW), 72 , 46 , 35 , 34 , 4 
Aaron Gagnon (C/RW), 59 , 42 , 38 , 58 , 27 
Brock Nixon (LW/C), 67 , 35 , 44 , 46 , 9 
Peter Mueller (C/W), 51 , 21 , 57 , 45 , 6 
Colton Yellow Horn (LW), 59 , 40 , 37 , 57 , 13 
Ryan Menei (RW), 71 , 35 , 42 , 67 , -15 
Ryan Russell (LW/RW), 58 , 30 , 46 , 40 , 24 
Rob Klinkhammer (W/C), 66 , 33 , 40 , 108 , -5 
 Seattle Thunderbirds , 1 , 0 , 0 , 9 , -1 
 Portland Winter Hawks , 37 , 23 , 19 , 70 , -15 
 Brandon Wheat Kings , 28 , 10 , 21 , 29 , 11 
Garrett Festerling (C), 67 , 22 , 51 , 46 , 9 
Andrew Bailey (RW), 72 , 30 , 42 , 79 , 23 
Kirill Starkov (C/W), 72 , 34 , 37 , 41 , 3 
Juuso Puustinen (RW/LW), 64 , 32 , 39 , 52 , 23 
Brodie Dupont (LW/C), 70 , 37 , 33 , 90 , 23 
Ray Macias (D/RW), 70 , 30 , 40 , 58 , 29 
Jason Reese (C), 73 , 30 , 40 , 50 , 28 
 Vancouver Giants , 27 , 7 , 17 , 18 , 17 
 Moose Jaw Warriors , 46 , 23 , 23 , 32 , 11 
Kris Hogg (LW), 70 , 39 , 30 , 131 , 15 
Kris Russell (D), 59 , 32 , 37 , 56 , 14 
Oscar Möller (LW), 68 , 32 , 37 , 50 , 1 
Reid Jorgensen (C), 61 , 39 , 29 , 61 , 9 
Milan Lucic (LW), 70 , 30 , 38 , 147 , 32 
Kyle Ross (C), 71 , 20 , 48 , 78 , -3 
Tim Kraus (C), 70 , 19 , 47 , 81 , 11 
Devin Setoguchi (RW), 55 , 36 , 29 , 55 , 6 
Bud Holloway (RW), 71 , 27 , 38 , 50 , 20 
Matt Robertson (C), 69 , 37 , 27 , 30 , 8 
Darren Helm (C/LW), 59 , 25 , 39 , 53 , 32 
Curtis Billsten (RW), 70 , 24 , 40 , 96 , 16 
Derek Dorsett (RW/LW), 61 , 19 , 45 , 206 , 17 
Steven Gillen (C), 72 , 25 , 38 , 76 , -9 
Michael Busto (D), 70 , 20 , 43 , 79 , 21 
Logan Pyett (D), 71 , 14 , 48 , 84 , 14 
Kyle Beach (LW/RW), 65 , 29 , 32 , 196 , 27 
Andrew Clark (C), 72 , 28 , 32 , 66 , 7 
Keegan Dansereau (RW), 71 , 28 , 31 , 64 , 15 
Derek Ryan (C/RW), 72 , 28 , 31 , 50 , -2 
David Rutherford (RW), 69 , 31 , 27 , 133 , 4 
David Schlemko (D), 64 , 8 , 50 , 78 , 12 
Chris Stevens (LW), 71 , 32 , 25 , 87 , 25 
Juraj Simek (RW/LW), 58 , 28 , 29 , 41 , 1 
Brett Sutter (LW/C), 67 , 28 , 29 , 77 , 9 
Josh Aspenlind (RW), 71 , 22 , 35 , 109 , 1 
Brandon Sutter (C), 71 , 20 , 37 , 54 , -3 
Taylor Procyshen (RW), 67 , 33 , 23 , 42 , 31 
Dana Tyrell (C/W), 72 , 30 , 26 , 51 , 4 
Ryan DePape (RW), 62 , 25 , 31 , 79 , 1 
Jordan Knackstedt (RW), 72 , 23 , 33 , 98 , 19 
 Red Deer Rebels , 33 , 10 , 7 , 54 , 11 
 Moose Jaw Warriors , 39 , 13 , 26 , 44 , 8 
Michael Grabner (RW/LW), 55 , 39 , 16 , 34 , 3 
Moises Gutierrez (RW), 61 , 35 , 20 , 110 , 17 
Jordan Eberle (RW), 66 , 28 , 27 , 32 , 13 
Jared Walker (LW), 70 , 27 , 28 , 105 , 3 
Michal Repik (RW), 56 , 24 , 31 , 56 , 20 
Eric Hunter (C), 69 , 24 , 31 , 109 , 1 
Alex Aldred (C), 64 , 15 , 40 , 82 , 26 
Jeff Topilko (RW), 66 , 21 , 33 , 32 , 20 
J.D. Watt (RW), 70 , 34 , 19 , 182 , 14 
Ben Maxwell (C/LW), 39 , 19 , 34 , 42 , 20 
Clayton Bauer (C), 70 , 24 , 28 , 90 , 15 
 Kelowna Rockets , 2 , 0 , 0 , 0 , -1 
 Kootenay Ice , 68 , 24 , 28 , 90 , 16 
Erik Felde (LW), 72 , 24 , 28 , 38 , 24 
Mike Hellyer (RW), 71 , 20 , 32 , 55 , -9 
Levi Nelson (C), 66 , 18 , 34 , 125 , -6 
Brett Robertson (C), 71 , 17 , 35 , 91 , 0 
 Prince George Cougars , 33 , 5 , 16 , 43 , -7 
 Seattle Thunderbirds , 38 , 12 , 19 , 48 , 7 
Michael MacAngus (LW), 70 , 24 , 27 , 76 , 17 
 Saskatoon Blades , 40 , 10 , 13 , 50 , -1 
 Regina Pats , 30 , 14 , 14 , 26 , 18 
Cody Franson (D), 59 , 17 , 34 , 88 , 7 
Jonathon Blum (D), 72 , 8 , 43 , 48 , 37 
Ryan McDonald (C), 67 , 27 , 23 , 106 , 6 
 Regina Pats , 26 , 8 , 2 , 34 , 2 
 Prince Albert Raiders , 41 , 19 , 21 , 72 , 4 
Tyler Ennis (LW/RW), 71 , 26 , 24 , 30 , 1 
Troy Ofukany (C), 70 , 25 , 25 , 103 , 1 
 Kelowna Rockets , 30 , 12 , 8 , 67 , -2 
 Regina Pats , 40 , 13 , 17 , 36 , 3 
Fredrik Pettersson (RW), 52 , 21 , 29 , 50 , 7 
Nick Drazenovic (C), 58 , 18 , 32 , 63 , -8 
Thomas Hickey (D), 68 , 9 , 41 , 70 , 15 
Dustin Kohn (D), 61 , 5 , 45 , 77 , 23 
Dan Gendur (RW), 61 , 22 , 27 , 62 , 20 
 Prince George Cougars , 13 , 2 , 5 , 18 , 1 
 Everett Silvertips , 48 , 20 , 22 , 44 , 19 
Justin McCrae (C), 61 , 16 , 33 , 98 , -3 
Ty Wishart (D), 62 , 11 , 38 , 59 , 15 
Daryl Boyle (D), 72 , 11 , 38 , 67 , 19 
Brennan Bosch (C), 71 , 22 , 26 , 32 , 1 
Dustin Moore (RW), 64 , 20 , 28 , 94 , -1 
Kyle Bailey (C), 56 , 16 , 32 , 100 , -4 
 Portland Winter Hawks , 30 , 4 , 14 , 61 , -11 
 Lethbridge Hurricanes , 26 , 12 , 18 , 39 , 7 
Mitch Wahl (C/RW), 69 , 16 , 32 , 50 , 5 
Ondrej Roman (C/LW), 70 , 4 , 44 , 42 , 1 
Ben Wright (D), 64 , 10 , 37 , 108 , 5 
Karl Alzner (D), 63 , 8 , 39 , 32 , 16 
Yashar Farmanara (C), 67 , 18 , 28 , 74 , -4 
Chad Greenan (D), 72 , 12 , 34 , 86 , 11 
Shaun Vey (C), 69 , 23 , 22 , 42 , 8 
Spencer Machacek (RW), 63 , 21 , 24 , 32 , 26 
Joel Broda (C/LW), 71 , 16 , 28 , 62 , 7 
Dwight King (LW/RW), 62 , 12 , 32 , 39 , 8 
Jeff May (D), 72 , 10 , 34 , 96 , -9 
Drayson Bowman (W/C), 61 , 24 , 19 , 55 , 1 
Dale Weise (RW), 67 , 18 , 25 , 94 , -14 
Cody Almond (C/LW), 68 , 15 , 28 , 72 , -14 
Jason Fransoo (D), 71 , 9 , 34 , 76 , 24 
Victor Bartley (D), 67 , 4 , 39 , 104 , 9 
Ken Petkau (RW), 55 , 24 , 18 , 46 , -22 
Kenndal McArdle (LW), 63 , 19 , 23 , 129 , -3 
 Moose Jaw Warriors , 26 , 10 , 10 , 75 , -5 
 Vancouver Giants , 37 , 9 , 13 , 54 , 2 
Dustin Sylvester (C), 72 , 17 , 25 , 53 , 7 
Jeremy Schenderling (C), 65 , 23 , 18 , 103 , 1 
Ian Duval (C), 68 , 21 , 20 , 56 , 4 
 Regina Pats , 14 , 3 , 5 , 12 , 1 
 Calgary Hitmen , 54 , 18 , 15 , 44 , 3 
Kyle Lamb (RW), 68 , 19 , 22 , 74 , -2 
 Vancouver Giants , 41 , 12 , 11 , 48 , 4 
 Lethbridge Hurricanes , 27 , 7 , 11 , 26 , -6 
Brad Cole (D), 63 , 16 , 25 , 83 , 1 
Brady Calla (RW/D), 68 , 15 , 26 , 42 , 7 
 Everett Silvertips , 29 , 3 , 6 , 23 , -5 
 Moose Jaw Warriors , 39 , 12 , 20 , 19 , 12 
Tomas Kudelka (D), 59 , 14 , 27 , 74 , 20 
Judd Blackwater (C), 55 , 12 , 29 , 87 , 3 
Nicholas Hotson (D), 71 , 18 , 22 , 52 , -34 
Jason Bast (C), 71 , 16 , 23 , 25 , -2 
Kyle Bortis (C), 56 , 18 , 20 , 22 , -5 
Jan Eberle (LW/RW), 68 , 18 , 20 , 44 , 13 
Colton Sceviour (C/W), 49 , 12 , 26 , 38 , -17 
Alex Plante (D), 58 , 8 , 30 , 81 , 18 
Stephan Lenoski (D), 71 , 5 , 33 , 81 , 3 
 Chilliwack Bruins , 35 , 4 , 16 , 43 , -6 
 Spokane Chiefs , 36 , 1 , 17 , 38 , 9 
Justin Bernhardt (C), 65 , 15 , 22 , 72 , -11 
 Regina Pats , 25 , 7 , 10 , 27 , 0 
 Kelowna Rockets , 40 , 8 , 12 , 45 , -11 
Mike Wilson (D), 71 , 10 , 27 , 67 , -4 
Keith Voytechek (LW), 64 , 19 , 17 , 79 , 6 
 Chilliwack Bruins , 6 , 1 , 1 , 4 , -3 
 Moose Jaw Warriors , 58 , 18 , 16 , 75 , 9 
Derek Hulak (LW), 50 , 18 , 18 , 26 , -10 
 Regina Pats , 19 , 6 , 4 , 12 , 1 
 Saskatoon Blades , 31 , 12 , 14 , 14 , -11 
Jakub Rumpel (RW), 51 , 13 , 23 , 42 , 14 
Tyler Swystun (RW), 70 , 12 , 24 , 45 , -6 
Wacey Rabbit (C), 30 , 11 , 25 , 34 , 13 
Tyler Dittmer (LW), 70 , 10 , 26 , 43 , 2 
C.J. Stretch (C), 72 , 10 , 26 , 92 , 14 
Dane Crowley (D), 62 , 8 , 28 , 124 , 11 
 Swift Current Broncos , 33 , 4 , 15 , 96 , -2 
 Everett Silvertips , 29 , 4 , 13 , 28 , 13 
Chris Ray (C), 60 , 19 , 16 , 58 , -8 
Daniel Rakos (C/LW), 63 , 16 , 19 , 108 , -21 
Ryan Reaves (RW), 69 , 15 , 20 , 76 , 11 
Brady Leavold (RW), 55 , 14 , 21 , 142 , -1 
David Stieler (C), 71 , 13 , 22 , 25 , -7 
Scott Jackson (D), 71 , 4 , 31 , 52 , 21 
Kaspars Saulietis (RW/LW), 59 , 19 , 15 , 65 , -6 
 Kelowna Rockets , 24 , 9 , 8 , 22 , -1 
 Regina Pats , 35 , 10 , 7 , 43 , -5 
Kevin Undershute (LW), 71 , 12 , 22 , 110 , 4 
Andy Smith (C), 69 , 17 , 16 , 26 , -12 
Matt Isbister (C), 71 , 16 , 17 , 54 , -17 
 Calgary Hitmen , 7 , 2 , 1 , 4 , -2 
 Moose Jaw Warriors , 64 , 14 , 16 , 50 , -15 
Scott Doucet (RW), 71 , 13 , 20 , 72 , -24 
 Prince Albert Raiders , 38 , 5 , 15 , 43 , -19 
 Red Deer Rebels , 33 , 8 , 5 , 29 , -5 
Ondrej Fiala (C), 39 , 12 , 21 , 26 , 0 
Michael Hengen (D), 65 , 8 , 25 , 66 , 10 
 Calgary Hitmen , 41 , 5 , 15 , 54 , 0 
 Moose Jaw Warriors , 24 , 3 , 10 , 12 , 10 
Greg Scott (C), 72 , 18 , 14 , 62 , 7 
Greg Gardner (C), 72 , 16 , 16 , 55 , 5 
Adam Hobson (W/C), 43 , 14 , 18 , 59 , -3 
Bretton Stamler (D), 72 , 8 , 24 , 135 , 0 
Jordan Henry (D), 72 , 7 , 25 , 162 , 11 
Dan Mercer (D), 65 , 3 , 29 , 96 , 8 
 Spokane Chiefs , 38 , 1 , 13 , 60 , 0 
 Calgary Hitmen , 27 , 2 , 16 , 36 , 8 
Frazer McLaren (LW), 61 , 19 , 12 , 186 , -23 
Zack Smith (LW/C), 71 , 16 , 15 , 130 , -18 
Carter Bancks (LW/RW), 67 , 11 , 20 , 64 , 9 
Dylan Yeo (D), 57 , 8 , 23 , 64 , 27 
Nick Holden (D), 67 , 8 , 23 , 62 , -8 
Nick Ross (D), 70 , 7 , 24 , 87 , 11 
Joe Logan (D), 65 , 2 , 29 , 86 , -23 
Brett Sonne (C/LW), 71 , 21 , 9 , 65 , 3 
Colton Gillies (C/W), 65 , 13 , 17 , 148 , -20 
Derek Werenka (LW), 39 , 9 , 21 , 18 , 5 
Jordan Bendfeld (D), 72 , 9 , 21 , 136 , 15 
Juraj Valach (D), 58 , 7 , 23 , 75 , 11 
Kalvin Sagert (D), 69 , 3 , 27 , 70 , 5 
Devon LeBlanc (LW), 73 , 15 , 14 , 20 , -12 
 Red Deer Rebels , 39 , 8 , 8 , 12 , -1 
 Prince Albert Raiders , 34 , 7 , 6 , 8 , -11 
Arnaud Jacquemet (D/RW), 50 , 13 , 16 , 33 , 0 
Travis Dunstall (LW), 54 , 12 , 17 , 65 , 1 
Eric Doyle (D), 58 , 8 , 21 , 40 , -15 
 Everett Silvertips , 33 , 3 , 13 , 16 , 2 
 Swift Current Broncos , 25 , 5 , 8 , 24 , -17 
Steve Covington (RW), 70 , 7 , 22 , 70 , 4 
Brendan Mikkelson (D), 69 , 6 , 23 , 60 , 6 
Lukas Zeliska (C), 61 , 4 , 25 , 77 , -1 
Jesse Dudás (D), 32 , 2 , 27 , 51 , 4 
Luke Schenn (D), 72 , 2 , 27 , 139 , -10 
Travis Ehrhardt (D), 69 , 0 , 29 , 83 , -6 
Derek LeBlanc (C), 52 , 17 , 11 , 66 , 5 
Colin Long (C), 69 , 11 , 17 , 38 , -29 
Radek Meidl (LW), 72 , 16 , 11 , 89 , 3 
Myles MacRae (C), 64 , 14 , 13 , 54 , -5 
Michael Kaye (RW), 53 , 10 , 17 , 79 , 12 
Robin Figren (RW), 62 , 10 , 17 , 54 , -11 
Ivan Rohac (F), 70 , 9 , 18 , 51 , -8 
Chris Durand (C), 71 , 9 , 18 , 97 , 14 
 Seattle Thunderbirds , 34 , 5 , 3 , 67 , 4 
 Prince George Cougars , 37 , 4 , 15 , 30 , 10 
Brett Leffler (RW), 69 , 13 , 13 , 114 , 5 
Kirt Hill (C), 69 , 10 , 16 , 98 , -1 
 Kelowna Rockets , 29 , 7 , 9 , 47 , 0 
 Regina Pats , 40 , 3 , 7 , 51 , -1 
Tylan Stephens (C), 71 , 9 , 17 , 46 , 13 
Gord Baldwin (D), 53 , 7 , 19 , 70 , 12 
Vladimír Mihálik (D), 53 , 7 , 19 , 91 , 2 
Jesse Zetariuk (D), 70 , 6 , 20 , 82 , 5 
 Moose Jaw Warriors , 30 , 5 , 15 , 50 , -6 
 Everett Silvertips , 40 , 1 , 5 , 32 , 11 
Max Gordichuk (D), 70 , 5 , 21 , 107 , -40 
Craig Schira (D), 71 , 3 , 23 , 74 , -5 
Viktor Gibbs Sjödin (D/F), 68 , 13 , 12 , 79 , -32 
Ted Vandermeer (LW), 58 , 12 , 13 , 47 , 11 
Kyle Deck (D), 57 , 7 , 18 , 83 , 13 
David Schulz (D), 58 , 6 , 19 , 82 , -3 
 Kelowna Rockets , 56 , 6 , 17 , 78 , -2 
 Saskatoon Blades , 2 , 0 , 2 , 4 , -1 
Cody Thoring (D), 61 , 3 , 22 , 122 , 18 
 Everett Silvertips , 30 , 2 , 7 , 58 , 2 
 Moose Jaw Warriors , 31 , 1 , 15 , 64 , 16 
Keaton Ellerby (D), 69 , 2 , 23 , 120 , -2 
Geordie Wudrick (LW), 67 , 13 , 11 , 60 , -13 
Terrance Delaronde (LW), 69 , 12 , 12 , 109 , -1 
Brandon Campos (LW), 67 , 10 , 14 , 46 , -2 
Brady Mason (F), 70 , 8 , 16 , 25 , 1 
Prab Rai (RW), 62 , 7 , 17 , 30 , -4 
 Prince George Cougars , 24 , 2 , 3 , 12 , 0 
 Seattle Thunderbirds , 38 , 5 , 14 , 18 , -4 
Teegan Moore (LW), 66 , 7 , 17 , 59 , -28 
 Brandon Wheat Kings , 35 , 4 , 10 , 22 , 1 
 Portland Winter Hawks , 31 , 3 , 7 , 37 , -29 
Tanner Gillies (C), 70 , 6 , 18 , 60 , 3 
Mike Gauthier (D), 69 , 5 , 19 , 264 , 1 
Paul Postma (D), 70 , 5 , 19 , 42 , -19 
Andre Herman (LW), 70 , 13 , 10 , 46 , -25 
 Moose Jaw Warriors , 39 , 8 , 4 , 30 , -21 
 Seattle Thunderbirds , 31 , 5 , 6 , 16 , -4 
Jay Fehr (C), 56 , 7 , 16 , 10 , 0 
Michael Sauer (D), 65 , 5 , 18 , 75 , 1 
 Portland Winter Hawks , 33 , 4 , 8 , 46 , -8 
 Medicine Hat Tigers , 32 , 1 , 10 , 29 , 9 
Jonathan Harty (D), 70 , 5 , 18 , 156 , 11 
Mike Reich (C), 61 , 15 , 7 , 187 , -9 
 Calgary Hitmen , 11 , 0 , 1 , 32 , -5 
 Regina Pats , 50 , 15 , 6 , 155 , -4 
Ian McKenzie (RW), 66 , 13 , 9 , 87 , -1 
 Moose Jaw Warriors , 6 , 1 , 0 , 10 , 0 
 Seattle Thunderbirds , 60 , 12 , 9 , 77 , -1 
Daniel Bartek (LW), 63 , 12 , 10 , 10 , 10 
Matt Lowry (C), 63 , 10 , 12 , 42 , 1 
Rastislav Konecny (LW/RW), 36 , 9 , 13 , 28 , -10 
Kruise Reddick (C/RW), 60 , 9 , 13 , 30 , 17 
Mario Bliznak (C), 47 , 8 , 14 , 20 , 3 
Chris Cloud (LW), 63 , 7 , 15 , 124 , -13 
Mitch Czibere (LW), 69 , 7 , 15 , 27 , 19 
Carson McMillan (RW/C), 72 , 7 , 15 , 76 , -1 
Craig Lineker (D), 68 , 6 , 16 , 114 , -24 
T.J. Fast (D), 26 , 3 , 19 , 30 , 4 
Mike Wuchterl (LW), 68 , 10 , 11 , 102 , 9 
 Lethbridge Hurricanes , 41 , 6 , 6 , 69 , 2 
 Vancouver Giants , 27 , 4 , 5 , 33 , 7 
Lucas Bloodoff (LW), 69 , 10 , 11 , 73 , -7 
Aaron Boogaard (RW), 69 , 10 , 11 , 173 , 0 
Jesse Craige (D), 59 , 9 , 12 , 77 , -6 
Chris Bruton (C/RW), 63 , 9 , 12 , 103 , -8 
A.J. Thelen (D), 53 , 8 , 13 , 88 , 7 
 Prince Albert Raiders , 23 , 4 , 8 , 53 , -1 
 Vancouver Giants , 30 , 4 , 5 , 35 , 8 
Ashton Hewson (LW), 52 , 7 , 14 , 53 , -2 
Lukas Vantuch (C/LW), 58 , 6 , 15 , 67 , -7 
Brennen Wray (C), 65 , 5 , 16 , 54 , -23 
 Moose Jaw Warriors , 28 , 2 , 4 , 19 , -13 
 Red Deer Rebels , 37 , 3 , 12 , 35 , -10 
Brett Festerling (D), 70 , 5 , 16 , 80 , 35 
Brett Ward (D), 67 , 4 , 17 , 88 , -20 
Dillon Johnstone (RW), 53 , 8 , 12 , 18 , -33 
Evan Fuller (C), 72 , 8 , 12 , 70 , 1 
Mike Berube (D), 66 , 4 , 16 , 78 , -17 
Michael Stone (D), 55 , 2 , 18 , 32 , -1 
Matthew Swaby (D), 62 , 2 , 18 , 90 , 16 
Lukas Vartovnik (C), 58 , 11 , 8 , 41 , 1 
Walker Wintoneak (RW), 72 , 10 , 9 , 26 , -11 
Brent Ottmann (RW), 42 , 8 , 11 , 30 , -6 
Bryce Lamb (C), 71 , 8 , 11 , 65 , -14 
Jared Spurgeon (D), 38 , 4 , 15 , 16 , -2 
Tyler Schmidt (D), 47 , 4 , 15 , 72 , 15 
Trevor Glass (D), 48 , 4 , 15 , 33 , 14 
Matt Schmermund (LW), 64 , 9 , 9 , 50 , -16 
 Kamloops Blazers , 34 , 6 , 5 , 20 , 5 
 Portland Winter Hawks , 30 , 3 , 4 , 30 , -21 
Blair Macaulay (RW), 66 , 9 , 9 , 76 , -18 
David Richard (RW), 72 , 9 , 9 , 54 , 6 
Clayton Barthel (D), 65 , 8 , 10 , 98 , -12 
Matt Kassian (LW), 72 , 8 , 10 , 162 , -4 
Dustin Cameron (LW), 64 , 6 , 12 , 39 , -10 
Bryan Kauk (RW), 59 , 5 , 13 , 33 , -2 
Ryan White (F/D), 69 , 5 , 13 , 47 , -7 
Richard Rapac (RW), 63 , 10 , 7 , 81 , -13 
 Moose Jaw Warriors , 28 , 2 , 0 , 30 , -12 
 Prince George Cougars , 35 , 8 , 7 , 51 , -1 
Chris Francis (C), 69 , 9 , 8 , 14 , -40 
Roman Teslyuk (D), 32 , 8 , 9 , 70 , 9 
Scott Wasden (C), 67 , 8 , 9 , 63 , 11 
Alexander Rodgers (LW), 41 , 6 , 11 , 19 , -1 
Adam Chorneyko (LW), 63 , 6 , 11 , 39 , -5 
Cullen Morin (D), 35 , 4 , 13 , 34 , -7 
Martin Gründling (D), 62 , 4 , 13 , 105 , -4 
Jacob Dietrich (C), 72 , 10 , 6 , 52 , -13 
Jerrid Sauer (RW), 54 , 9 , 7 , 36 , 0 
J.P. Szaszkiewicz (LW), 63 , 8 , 8 , 44 , 7 
Jesse Smyke (RW), 68 , 8 , 8 , 18 , 7 
Tyler Shattock (RW/C), 58 , 7 , 9 , 51 , -1 
Levi Lind (C), 59 , 6 , 10 , 60 , 3 
Josh Schappert (F), 72 , 5 , 11 , 36 , -6 
